SAMPID,SMATSSCR,SMCENTER,SMPTHNTS,SMRIN,SMTS,SMTSD,SMUBRID,SMTSISCH,SMTSPAX,SMNABTCH,SMNABTCHT,SMNABTCHD,SMGEBTCH,SMGEBTCHD,SMGEBTCHT,SMAFRZE,SMGTC,SME2MPRT,SMCHMPRS,SMNTRART,SMNUMGPS,SMMAPRT,SMEXNCRT,SM550NRM,SMGNSDTC,SMUNMPRT,SM350NRM,SMRDLGTH,SMMNCPB,SME1MMRT,SMSFLGTH,SMESTLBS,SMMPPD,SMNTERRT,SMRRNANM,SMRDTTL,SMVQCFL,SMMNCV,SMTRSCPT,SMMPPDPR,SMCGLGTH,SMGAPPCT,SMUNPDRD,SMNTRNRT,SMMPUNRT,SMEXPEFF,SMMPPDUN,SME2MMRT,SME2ANTI,SMALTALG,SME2SNSE,SMMFLGTH,SME1ANTI,SMSPLTRD,SMBSMMRT,SME1SNSE,SME1PCTS,SMRRNART,SME1MPRT,SMNUM5CD,SMDPMPRT,SME2PCTS
GTEX-1RAZS-0826-SM-E76QP,1.0,B1,2 pieces; perivascular fat (outlined); mild interstitial fibrosis; one piece with ~1mm rim of fat (arrow),5.8,Heart,Heart - Left Ventricle,0006566,1240.0,1279.0,BP-79633,RNA Extraction from Paxgene-derived Lysate Plate Based,10/19/2016,LCSET-10515,03/31/2017,TruSeq.v1,RNASEQ,,0.9905129999999999,137521.0,0.9875120000000001,,0.9924379999999999,0.885383,,18796.0,1.0,,76.0,,0.00238278,365.0,0.0,87241400.0,0.0124355,8066000.0,87906100.0,5787480.0,,18801.0,43455400.0,,,0.0,0.102129,0.9924379999999999,0.8786870000000001,87241400.0,0.00351718,19372100.0,22614100.0,19720400.0,378.0,19582000.0,3401400.0,0.00294888,19619400.0,50.0477,0.091757,0.9943629999999999,,0.0,50.4455
GTEX-1RB15-0005-SM-CL53N,,B1,,7.3,Blood,Whole Blood,0013756,1166.0,,BP-69568,RNA isolation_PAXgene Blood RNA (Manual),11/30/2015,LCSET-9114,07/13/2016,TruSeq.v1,RNASEQ,,0.983848,789169.0,0.966066,,0.985449,0.815102,,19345.0,1.0,,76.0,,0.00277467,165.0,0.0,111261000.0,0.032900900000000004,252112.0,112903000.0,12807500.0,,19353.0,55316300.0,,,0.0,0.15096400000000001,0.985449,0.803242,111261000.0,0.00404318,25130300.0,112281000.0,25316300.0,200.0,25381100.0,26587300.0,0.00340789,25264100.0,49.8845,0.00223299,0.987051,,0.0,50.1844
GTEX-1RLM8-0726-SM-E6CRH,2.0,B1,"6 pieces, moderately advanced autolysis; target squamous mucosa up to ~0.2mm, partially sloughing",6.1,Esophagus,Esophagus - Mucosa,0006920,826.0,1004.0,BP-79870,RNA Extraction from Paxgene-derived Lysate Plate Based,10/26/2016,LCSET-10514,03/25/2017,TruSeq.v1,RNASEQ,,0.990648,456830.0,0.9669719999999999,,0.992757,0.774722,,23349.0,1.0,,76.0,,0.00259813,204.0,0.0,88619300.0,0.0328264,879226.0,89265800.0,16107700.0,,23378.0,44080400.0,,,0.0,0.192249,0.992757,0.769111,88619300.0,0.00389394,19683400.0,11778000.0,19843000.0,227.0,19847000.0,11532900.0,0.00324466,19854000.0,50.0088,0.00984953,0.9948670000000001,,0.0,50.2018
GTEX-1RMOY-1726-SM-EVYC9,1.0,B1,6 pieces; target muscularis and attached serosa,7.5,Colon,Colon - Sigmoid,0001159,267.0,953.0,BP-81298,RNA Extraction from Paxgene-derived Lysate Plate Based,12/06/2016,LCSET-10521,05/12/2017,TruSeq.v1,RNASEQ,,0.9931909999999999,313561.0,0.974619,,0.9936510000000001,0.833033,,22137.0,1.0,,76.0,,0.00185759,282.0,0.0,92069800.0,0.0250639,782882.0,92658100.0,3884240.0,,22159.0,45923500.0,,,0.0,0.141586,0.9936510000000001,0.8277450000000001,92069800.0,0.00275285,19928300.0,8758480.0,20229000.0,273.0,20119800.0,16806900.0,0.00230501,20080000.0,49.9505,0.00844915,0.9941120000000001,,0.0,50.3745
GTEX-1RNTQ-1126-SM-E9TK9,1.0,B1,"6 pieces; target muscularis; 3 pieces with squamous epithelium (arrows), submucosa and submucosal glands (outlined)",8.3,Esophagus,Esophagus - Muscularis,0004648,500.0,942.0,BP-80217,RNA Extraction from Paxgene-derived Lysate Plate Based,11/04/2016,LCSET-10741,04/06/2017,TruSeq.v1,RNASEQ,,0.9887469999999999,560880.0,0.978167,,0.990482,0.843041,,22212.0,1.0,,76.0,,0.00214299,212.0,0.0,87364400.0,0.021516900000000002,399816.0,88203900.0,3835580.0,,22229.0,43458600.0,,,0.0,0.135127,0.990482,0.835017,87364400.0,0.00282679,18856000.0,6680980.0,19029000.0,222.0,18978900.0,16367200.0,0.00248429,19045100.0,50.0871,0.00453286,0.992217,,0.0,50.2283
GTEX-1RQED-0426-SM-E6CJP,0.0,B1,"2 pieces, ~25% interstitial/adherent fat/vascular elements, rep delineated",7.6,Muscle,Muscle - Skeletal,0011907,1034.0,1150.0,BP-80217,RNA Extraction from Paxgene-derived Lysate Plate Based,11/04/2016,LCSET-10507,03/25/2017,TruSeq.v1,RNASEQ,,0.995815,240301.0,0.984351,,0.996806,0.8834790000000001,,20750.0,1.0,,76.0,,0.0017722999999999999,274.0,0.0,119372000.0,0.0153891,2108880.0,119754000.0,6372660.0,,20768.0,59527800.0,,,0.0,0.100873,0.996806,0.880657,119372000.0,0.0022846,26445300.0,12421300.0,26502100.0,286.0,26427400.0,24452300.0,0.0020282,26600000.0,50.1627,0.0176101,0.9977959999999999,,0.0,50.0536
GTEX-1S5VW-2926-SM-E9U6H,3.0,B1,"4 pieces, mucosa up to ~0.6mm, glandular mucosa autolyzed, mainly lamina propria",6.4,Colon,Colon - Transverse,0001157,1037.0,1287.0,BP-80217,RNA Extraction from Paxgene-derived Lysate Plate Based,11/04/2016,LCSET-10742,04/16/2017,TruSeq.v1,RNASEQ,,0.9785790000000001,161499.0,0.971017,,0.979292,0.8335319999999999,,23651.0,1.0,,76.0,,0.00195287,206.0,0.0,80912300.0,0.028627499999999997,1429950.0,82623200.0,3629200.0,,23667.0,40321200.0,,,0.0,0.137485,0.979292,0.816271,80912300.0,0.00280276,17730900.0,8058450.0,17926900.0,242.0,17846100.0,12729100.0,0.0023775,17870500.0,50.0342,0.0173069,0.9800049999999999,,0.0,50.2749
GTEX-1S5ZA-1026-SM-EWRO2,1.0,B1,"2 pieces, ~10-15% fascia/mesothelial hyperplasia",7.0,Adipose Tissue,Adipose - Visceral (Omentum),0010414,275.0,437.0,BP-81344,RNA Extraction from Paxgene-derived Lysate Plate Based,12/07/2016,LCSET-10520,05/27/2017,TruSeq.v1,RNASEQ,,0.984183,186543.0,0.975867,,0.9884629999999999,0.84755,,21487.0,1.0,,76.0,,0.00260533,157.0,0.0,65316900.0,0.0239099,996988.0,66079200.0,4567160.0,,21506.0,32448400.0,,,0.0,0.128316,0.9884629999999999,0.837772,65316900.0,0.0036777999999999997,14324000.0,6224700.0,14485800.0,166.0,14490100.0,10279700.0,0.00312671,14569400.0,50.1364,0.015087799999999998,0.992743,,0.0,50.2809
GTEX-1S5ZU-0005-SM-CYPS3,,B1,,7.3,Blood,Whole Blood,0013756,454.0,,BP-70222,RNA isolation_PAXgene Blood RNA (Manual),12/21/2015,LCSET-9770,09/23/2016,TruSeq.v1,RNASEQ,,0.9836590000000001,333136.0,0.977139,,0.984519,0.789362,,18946.0,1.0,,76.0,,0.00231282,118.0,0.0,82291800.0,0.0223454,312511.0,83585800.0,5944630.0,,18958.0,41003100.0,,,0.0,0.187777,0.984519,0.777142,82291800.0,0.00307843,19052900.0,87087100.0,19152300.0,141.0,19151400.0,19658600.0,0.00269529,19133500.0,49.9766,0.0037388000000000005,0.9853790000000001,,0.0,50.1301
GTEX-1S82P-0226-SM-E6CI6,1.0,B1,2 pieces; mature adipose tissue with 60% and 15% dense connective tissue component,7.8,Adipose Tissue,Adipose - Subcutaneous,0002190,281.0,604.0,BP-78705,RNA Extraction from Paxgene-derived Lysate Plate Based,09/22/2016,LCSET-10507,03/25/2017,TruSeq.v1,RNASEQ,,0.9938040000000001,323999.0,0.978809,,0.9950100000000001,0.83131,,22480.0,1.0,,76.0,,0.00191567,218.0,0.0,87005400.0,0.0208778,283087.0,87441700.0,5283590.0,,22507.0,43344200.0,,,0.0,0.147499,0.9950100000000001,0.8271620000000001,87005400.0,0.00252767,19175500.0,6978810.0,19353300.0,230.0,19268000.0,16860200.0,0.0022213000000000003,19354800.0,50.1124,0.00323744,0.996215,,0.0,50.2308
GTEX-1S83E-0006-SM-DLHBW,,B1,,8.3,Blood,Whole Blood,0013756,-44.0,,BP-70332,RNA isolation_PAXgene Blood RNA (Manual),12/31/2015,LCSET-10317,01/24/2017,TruSeq.v1,RNASEQ,,0.9687459999999999,986897.0,0.972284,,0.971709,0.812217,,19164.0,1.0,,76.0,,0.00262501,267.0,0.0,132585000.0,0.026512400000000002,288021.0,136446000.0,11726600.0,,19179.0,65814000.0,,,0.0,0.160066,0.971709,0.789239,132585000.0,0.00319417,30751300.0,177529000.0,30925400.0,290.0,31059600.0,35882200.0,0.00290872,31025300.0,49.9724,0.00211089,0.974673,,0.0,50.1411
GTEX-N7MT-0007-SM-3GACQ,,D1,,7.9,Blood,Whole Blood,0013756,,,BP-16697,RNA isolation_PAXgene Blood RNA (Manual),05/18/2011,LCSET-2014,09/08/2012,TruSeq.v1,RNASEQ,,0.883439,706042.0,0.9594590000000001,,0.8867510000000001,0.791597,,19643.0,1.0,,76.0,,0.0028348,114.0,0.0,75863400.0,0.0396778,172631.0,85552000.0,12227700.0,,19657.0,37597400.0,,,0.0,0.16786199999999998,0.8867510000000001,0.7019489999999999,75863400.0,0.00970105,16814200.0,62309200.0,17075200.0,135.0,17217800.0,16109900.0,0.0062551,16959000.0,49.6213,0.00201785,0.890064,,0.0,50.3851
GTEX-NFK9-1226-SM-3LK79,1.0,C1,OK for analysis,9.1,Esophagus,Esophagus - Muscularis,0004648,359.0,1561.0,BP-16994,RNA isolation_PAXgene Tissue miRNA,06/02/2011,LCSET-2234,12/16/2012,TruSeq.v1,RNASEQ,,0.86029,562971.0,0.962146,,0.860323,0.8174560000000001,,22404.0,1.0,,76.0,,0.00240791,173.0,0.0,74780700.0,0.037531,693619.0,86921800.0,8199760.0,,22421.0,37133300.0,,,0.0,0.14469,0.860323,0.703276,74780700.0,0.00390872,15904400.0,17071200.0,16129200.0,179.0,16085600.0,12531200.0,0.00315828,15962400.0,49.8079,0.00797981,0.860355,,0.0,50.351000000000006
GTEX-NFK9-2026-SM-3LK5K,1.0,C1,remarkably well preserved; minimal superficial autolysis,8.3,Colon,Colon - Transverse,0001157,377.0,1560.0,BP-16994,RNA isolation_PAXgene Tissue miRNA,06/02/2011,LCSET-2234,12/16/2012,TruSeq.v1,RNASEQ,,0.962994,541323.0,0.965102,,0.963799,0.804385,,23950.0,1.0,,76.0,,0.00269879,274.0,0.0,90099300.0,0.0346719,2474990.0,93483500.0,8227780.0,,23985.0,44804400.0,,,0.0,0.160717,0.963799,0.775266,90099300.0,0.00382692,19622500.0,21236800.0,19783700.0,307.0,19748200.0,10514200.0,0.00326238,19722400.0,49.9673,0.0264752,0.9646049999999999,,0.0,50.2045
GTEX-NL3H-0008-SM-4E3HU,,C1,,10.0,Skin,Cells - Cultured fibroblasts,EFO_0002009,,,BP-37581,RNA isolation_Trizol Manual (Cell Pellet),04/04/2013,"LCSET-3209,LCSET-3416",07/12/2013,TruSeq.v1,RNASEQ,,0.990419,906937.0,0.969685,,0.993281,0.856942,,20778.0,1.0,,76.0,,0.00231796,215.0,0.0,93349900.0,0.0299969,288682.0,93981300.0,10476800.0,,20791.0,46428300.0,,,0.0,0.11274300000000001,0.993281,0.851184,93349900.0,0.00331102,20635400.0,22543500.0,20792500.0,206.0,20898200.0,23676200.0,0.00281306,20800400.0,49.8828,0.0030716999999999997,0.996144,,0.0,50.1896
GTEX-NL4W-0011-R5a-SM-2I3GD,,"D1, A1",,7.5,Brain,Brain - Caudate (basal ganglia),0001873,852.0,,BP-17409,RNA isolation_PAXgene Tissue miRNA,07/05/2011,LCSET-1167_3,02/17/2012,TruSeq.v1,RNASEQ,,0.8782469999999999,1142940.0,0.927243,,0.882519,0.784219,,23581.0,1.0,,76.0,,0.00278665,195.0,0.0,77430200.0,0.0724336,5583250.0,87737700.0,10483900.0,,23599.0,38391500.0,,,0.0,0.143024,0.882519,0.692088,77430200.0,0.00430619,16102500.0,48071200.0,16639000.0,238.0,16635600.0,7544120.0,0.00354274,16399800.0,49.6431,0.0636357,0.886791,,0.0,50.8194
GTEX-NPJ7-0011-R9a-SM-2TC5R,,"D1, A1",,7.0,Brain,Brain - Spinal cord (cervical c-1),0006469,650.0,,BP-17410,RNA isolation_PAXgene Tissue miRNA,07/05/2011,LCSET-1477,05/27/2012,TruSeq.v1,RNASEQ,,0.262424,121567.0,0.9396709999999999,,0.264752,0.795714,,18616.0,1.0,,76.0,,0.00337621,115.0,0.0,15969900.0,0.0600372,672869.0,60320400.0,14024100.0,,18620.0,7817090.0,,,0.0,0.143957,0.264752,0.21066700000000002,15969900.0,0.0189276,3423630.0,6345800.0,3507840.0,104.0,3544300.0,1974750.0,0.0110835,3513060.0,49.7787,0.011154899999999999,0.267079,,0.0,50.6074
GTEX-NPJ8-2026-SM-3TW91,0.0,D1,"6 pieces, adequate for evaluation",7.5,Esophagus,Esophagus - Muscularis,0004648,330.0,1616.0,BP-17315,RNA isolation_PAXgene Tissue miRNA,06/27/2011,LCSET-2622,01/26/2013,TruSeq.v1,RNASEQ,,0.9900200000000001,976729.0,0.947874,,0.991865,0.740129,,24713.0,1.0,,76.0,,0.00279101,276.0,0.0,114632000.0,0.051914999999999996,3353300.0,115572000.0,15174300.0,,24760.0,57064500.0,,,0.0,0.20774499999999999,0.991865,0.734108,114632000.0,0.00435685,24696500.0,39307600.0,24852900.0,308.0,24840300.0,14601600.0,0.00357247,24922100.0,50.0822,0.029014799999999997,0.993711,,0.0,50.1579
GTEX-O5YT-1826-SM-32PK9,0.0,B1,2 pieces; no lesions,8.4,Blood Vessel,Artery - Tibial,0007610,258.0,1572.0,BP-17533,RNA isolation_PAXgene Tissue miRNA,07/12/2011,LCSET-1665,09/12/2012,TruSeq.v1,RNASEQ,,0.9775530000000001,164830.0,0.9783270000000001,,0.980916,0.8402299999999999,,22372.0,1.0,,76.0,,0.00231397,220.0,0.0,104532000.0,0.0213055,265412.0,106566000.0,9710920.0,,22400.0,51907800.0,,,0.0,0.138096,0.980916,0.8241950000000001,104532000.0,0.0070145,22808500.0,7557770.0,22925200.0,254.0,22932300.0,20138600.0,0.00465618,23144400.0,50.2302,0.00249058,0.9842780000000001,,0.0,50.1276
GTEX-O5YV-0326-SM-2I5H2,0.0,C1,10x8 mm;,6.9,Heart,Heart - Left Ventricle,0006566,248.0,1568.0,BP-17536,RNA isolation_PAXgene Tissue miRNA,07/12/2011,LCSET-1168_6,02/25/2012,TruSeq.v1,RNASEQ,,0.9394399999999999,293773.0,0.975332,,0.9448139999999999,0.839726,,22663.0,1.0,,76.0,,0.00301318,268.0,0.0,118912000.0,0.024497400000000003,4580000.0,125858000.0,25598400.0,,22682.0,58964200.0,,,0.0,0.135605,0.9448139999999999,0.793385,118912000.0,0.010504000000000001,26054300.0,23972400.0,26416800.0,298.0,26531700.0,16674000.0,0.006737300000000001,26457100.0,49.9296,0.036390399999999996,0.9501879999999999,,0.0,50.3455
GTEX-O5YV-0626-SM-3LK64,0.0,C1,3 pieces,7.6,Blood Vessel,Artery - Aorta,0001496,258.0,1561.0,BP-17536,RNA isolation_PAXgene Tissue miRNA,07/12/2011,LCSET-2234,12/16/2012,TruSeq.v1,RNASEQ,,0.948583,238440.0,0.977284,,0.948958,0.853404,,22656.0,1.0,,76.0,,0.00228433,279.0,0.0,107619000.0,0.022264,182096.0,113408000.0,11109400.0,,22678.0,53462300.0,,,0.0,0.12387999999999999,0.948958,0.809844,107619000.0,0.00348168,23464600.0,10631600.0,23609900.0,325.0,23627000.0,21820900.0,0.00288277,23495300.0,49.8602,0.00160568,0.949332,,0.0,50.1543
GTEX-O5YV-1026-SM-3LK72,0.0,C1,3 pieces,8.2,Esophagus,Esophagus - Mucosa,0006920,270.0,1560.0,BP-17536,RNA isolation_PAXgene Tissue miRNA,07/12/2011,LCSET-2234,12/16/2012,TruSeq.v1,RNASEQ,,0.9333950000000001,287121.0,0.970046,,0.9339770000000001,0.8016979999999999,,22159.0,1.0,,76.0,,0.00246919,174.0,0.0,83059300.0,0.029629700000000002,396604.0,88930700.0,8249110.0,,22176.0,41288000.0,,,0.0,0.168348,0.9339770000000001,0.748768,83059300.0,0.00371324,18523000.0,13601600.0,18685200.0,186.0,18690700.0,15717100.0,0.00309083,18575500.0,49.8454,0.00445969,0.934559,,0.0,50.2181
GTEX-OHPK-1626-SM-2YUN3,1.0,B1,but fixation is suboptimal and section has shattered. Aliquot is oversized (18x12.6mm).  Central part is poorly fixed. REFIX,6.9,Muscle,Muscle - Skeletal,0011907,441.0,1519.0,BP-17781,RNA isolation_PAXgene Tissue miRNA,07/20/2011,LCSET-1433,06/09/2012,TruSeq.v1,RNASEQ,,0.8507450000000001,326741.0,0.963124,,0.8523290000000001,0.855748,,19890.0,1.0,,76.0,,0.00259492,132.0,0.0,77248500.0,0.0365984,981913.0,90632300.0,8467540.0,,19894.0,38242800.0,,,0.0,0.107376,0.8523290000000001,0.729379,77248500.0,0.00418744,15731700.0,16444000.0,16278800.0,160.0,16259900.0,15505600.0,0.0033897,15861400.0,49.3797,0.010834,0.8539129999999999,,0.0,50.8546
GTEX-OHPL-2626-SM-2HMJA,1.0,B1,"Chronic inflammation, atrophy, fibrosis (severe) consistent with Hashimoto's thyroiditis",8.3,Thyroid,Thyroid,0002046,99.0,1641.0,BP-17823,RNA isolation_PAXgene Tissue miRNA,07/21/2011,LCSET-1156_2,02/15/2012,TruSeq.v1,RNASEQ,,0.696009,109565.0,0.9740719999999999,,0.701904,0.8179069999999999,,23910.0,1.0,,76.0,,0.0032375,135.0,0.0,71304900.0,0.023635,239707.0,101588000.0,17000400.0,,23936.0,35075700.0,,,0.0,0.156165,0.701904,0.574092,71304900.0,0.00998605,15640100.0,10178800.0,15837400.0,145.0,16086000.0,13034700.0,0.00658344,15949900.0,49.7876,0.0023596,0.7077979999999999,,0.0,50.3133
GTEX-OHPL-3026-SM-3MJGS,1.0,B1,"Moderate calcified atherosclerosis, wide lumen",7.0,Blood Vessel,Artery - Coronary,0001621,89.0,1649.0,BP-17823,RNA isolation_PAXgene Tissue miRNA,07/21/2011,LCSET-2269,11/19/2012,TruSeq.v1,RNASEQ,,0.983706,338094.0,0.9754520000000001,,0.985875,0.860374,,23283.0,1.0,,76.0,,0.00270457,381.0,0.0,120006000.0,0.0241487,533402.0,121726000.0,19015300.0,,23309.0,59682600.0,,,0.0,0.115078,0.985875,0.8482209999999999,120006000.0,0.00485888,25925100.0,12249900.0,26377300.0,337.0,26411200.0,24202600.0,0.00377935,26141600.0,49.7435,0.004382,0.988043,,0.0,50.4323
GTEX-OHPM-0726-SM-3LK7A,0.0,B1,Adequate for study,8.4,Esophagus,Esophagus - Muscularis,0004648,106.0,1668.0,BP-17841,RNA isolation_PAXgene Tissue miRNA,07/22/2011,LCSET-2234,12/16/2012,TruSeq.v1,RNASEQ,,0.9870709999999999,294574.0,0.9780719999999999,,0.987775,0.87635,,21685.0,1.0,,76.0,,0.0020923,284.0,0.0,103893000.0,0.021540599999999997,1078590.0,105179000.0,8813700.0,,21702.0,51702800.0,,,0.0,0.101721,0.987775,0.8656370000000001,103893000.0,0.00316859,22457000.0,10025400.0,22702700.0,325.0,22669400.0,20289900.0,0.00263006,22559500.0,49.8785,0.010254799999999998,0.9884780000000001,,0.0,50.272
GTEX-OHPN-0011-R1A-SM-2I5GB,,"C1, A1",,6.0,Brain,Brain - Hippocampus,0001954,350.0,,BP-20392,RNA isolation_PAXgene Tissue miRNA,11/29/2011,LCSET-1168_6,02/25/2012,TruSeq.v1,RNASEQ,,0.8528319999999999,1372330.0,0.8792280000000001,,0.8581409999999999,0.746674,,21952.0,1.0,,76.0,,0.00352823,115.0,0.0,65264600.0,0.120499,9363690.0,76053400.0,15858600.0,,21964.0,32303400.0,,,0.0,0.132554,0.8581409999999999,0.640752,65264600.0,0.0108119,12725300.0,77306200.0,13746900.0,146.0,13579300.0,2930310.0,0.00714752,13129600.0,49.1582,0.12312000000000001,0.86345,,0.0,51.9296
GTEX-OHPN-2026-SM-E9TIA,3.0,C1,Mucosa is ~15--30% of specimen thickness where present; 40-50% is sloughed,5.9,Colon,Colon - Transverse,0001157,479.0,241.0,BP-17889,RNA isolation_PAXgene Tissue miRNA,07/26/2011,LCSET-10741,04/06/2017,TruSeq.v1,RNASEQ,,0.983828,387306.0,0.973764,,0.985858,0.7926770000000001,,24318.0,1.0,,76.0,,0.00231199,241.0,0.0,75729100.0,0.025836,687630.0,76815500.0,3281530.0,,24346.0,37651900.0,,,0.0,0.181088,0.985858,0.781467,75729100.0,0.00308192,16949800.0,23450200.0,17056300.0,203.0,17081200.0,13272600.0,0.00269616,17078400.0,49.996,0.00895171,0.9878889999999999,,0.0,50.1566
GTEX-OIZG-0426-SM-3LK5W,1.0,C1,Endothelium partially sloughed,6.6,Blood Vessel,Artery - Aorta,0001496,717.0,249.0,BP-18122,RNA isolation_PAXgene Tissue miRNA,08/09/2011,LCSET-2234,12/16/2012,TruSeq.v1,RNASEQ,,0.979575,295691.0,0.970983,,0.980305,0.833882,,23300.0,1.0,,76.0,,0.00228237,278.0,0.0,108662000.0,0.028680599999999997,455986.0,110845000.0,10750300.0,,23330.0,53999900.0,,,0.0,0.137101,0.980305,0.817458,108662000.0,0.00335699,23379000.0,11156800.0,23632300.0,326.0,23609000.0,19422400.0,0.00281928,23487700.0,49.8712,0.00411372,0.981035,,0.0,50.2694
GTEX-OIZG-1326-SM-2HMIQ,1.0,C1,Moderate tissue fracture,7.8,Muscle,Muscle - Skeletal,0011907,748.0,242.0,BP-18123,RNA isolation_PAXgene Tissue miRNA,08/09/2011,LCSET-1156_1,02/15/2012,TruSeq.v1,RNASEQ,,0.828363,123087.0,0.982309,,0.834634,0.883461,,20411.0,1.0,,76.0,,0.00234087,272.0,0.0,92738600.0,0.0174588,1282370.0,111113000.0,16929400.0,,20420.0,45846100.0,,,0.0,0.0988487,0.834634,0.737366,92738600.0,0.00917902,20006800.0,9946710.0,20360100.0,259.0,20646100.0,18749100.0,0.00573425,20319400.0,49.6012,0.011541200000000001,0.8409049999999999,,0.0,50.4377
GTEX-OIZH-0005-SM-2HMJN,,B1,,8.5,Blood,Whole Blood,0013756,-96.0,,BP-18095,RNA isolation_PAXgene Blood RNA (Manual),08/08/2011,LCSET-1156_2,02/15/2012,TruSeq.v1,RNASEQ,,0.70358,325243.0,0.967724,,0.71106,0.816308,,18137.0,1.0,,76.0,,0.00281047,85.0,0.0,62383300.0,0.0315813,262718.0,87732900.0,13711400.0,,18142.0,30698400.0,,,0.0,0.15141500000000002,0.71106,0.580444,62383300.0,0.010383799999999999,13928700.0,66018500.0,14298000.0,104.0,14585700.0,15146600.0,0.00655729,14287800.0,49.4842,0.00299452,0.71854,,0.0,50.6541
GTEX-OIZI-0005-SM-2XCED,,C1,,7.7,Blood,Whole Blood,0013756,,,BP-18095,RNA isolation_PAXgene Blood RNA (Manual),08/08/2011,LCSET-1562,09/11/2012,TruSeq.v1,RNASEQ,,0.7230300000000001,413050.0,0.963096,,0.724584,0.7821319999999999,,20035.0,1.0,,76.0,,0.00319044,140.0,0.0,77127600.0,0.036266,415153.0,106444000.0,12137200.0,,20056.0,38121400.0,,,0.0,0.180964,0.724584,0.566721,77127600.0,0.0108797,16815500.0,21178200.0,17005200.0,159.0,16965200.0,13959900.0,0.00702685,17007200.0,50.0618,0.0039001999999999995,0.726139,,0.0,50.2804
GTEX-OIZI-0008-SM-2XCFD,,C1,,10.0,Skin,Cells - Cultured fibroblasts,EFO_0002009,,,BP-20433,RNA isolation_Trizol Manual (Cell Pellet),12/01/2011,LCSET-1562,09/11/2012,TruSeq.v1,RNASEQ,,0.979309,253089.0,0.976045,,0.982139,0.833706,,23585.0,1.0,,76.0,,0.0020567,302.0,0.0,144909000.0,0.0235866,828044.0,147545000.0,15757000.0,,23626.0,72015300.0,,,0.0,0.14233900000000002,0.982139,0.818815,144909000.0,0.00888576,32110600.0,12195700.0,32207300.0,320.0,32305800.0,31122600.0,0.00546139,32416100.0,50.0852,0.00561215,0.9849690000000001,,0.0,50.0752
GTEX-OOBJ-0326-SM-33HBO,1.0,B1,9.4x7mm.   Clean specimen.  Diffuse contraction bands + nuclear hypertrophy c/w mild ischemic changes,7.5,Heart,Heart - Left Ventricle,0006566,119.0,1429.0,BP-18253,RNA isolation_PAXgene Tissue miRNA,08/16/2011,LCSET-1668,09/11/2012,TruSeq.v1,RNASEQ,,0.684437,162569.0,0.9809899999999999,,0.688404,0.863049,,21674.0,1.0,,76.0,,0.0023138,266.0,0.0,98129300.0,0.0187582,2779310.0,142546000.0,16802300.0,,21690.0,48577700.0,,,0.0,0.117942,0.688404,0.594126,98129300.0,0.006878199999999999,21505500.0,12649100.0,22122400.0,312.0,22293000.0,16235900.0,0.00458284,21838300.0,49.4849,0.0194976,0.692371,,0.0,50.707
GTEX-OOBK-0726-SM-3LK5Q,1.0,B1,"0-1.  One of three pieces with poor central fixation, sizes average 9x4mm",7.7,Esophagus,Esophagus - Muscularis,0004648,211.0,774.0,BP-18256,RNA isolation_PAXgene Tissue miRNA,08/16/2011,LCSET-2234,12/16/2012,TruSeq.v1,RNASEQ,,0.9685520000000001,205967.0,0.977284,,0.9694440000000001,0.85485,,22330.0,1.0,,76.0,,0.00215368,275.0,0.0,90727100.0,0.022422099999999997,939071.0,93586700.0,8146740.0,,22348.0,45124000.0,,,0.0,0.12243399999999999,0.9694440000000001,0.828729,90727100.0,0.00329125,19733900.0,9028100.0,19925800.0,304.0,19896800.0,16267100.0,0.00272194,19844100.0,49.9337,0.010034200000000002,0.9703360000000001,,0.0,50.2419
GTEX-OXRK-0826-SM-2HMK7,1.0,C1,Early ischemic changes. 6.6 x 6.4 mm,8.6,Heart,Heart - Left Ventricle,0006566,303.0,240.0,BP-18261,RNA isolation_PAXgene Tissue miRNA,08/16/2011,LCSET-1156_1,02/15/2012,TruSeq.v1,RNASEQ,,0.9538260000000001,147257.0,0.9836969999999999,,0.9606,0.867468,,21776.0,1.0,,76.0,,0.00264586,268.0,0.0,103430000.0,0.0159871,3156190.0,107672000.0,14888800.0,,21795.0,51203200.0,,,0.0,0.116229,0.9606,0.83329,103430000.0,0.00895951,22667400.0,13256700.0,22941100.0,288.0,23210300.0,18808700.0,0.00578043,22993900.0,49.7659,0.029312900000000003,0.9673729999999999,,0.0,50.3001
GTEX-OXRL-0326-SM-2I3F2,1.0,B1,Pericardial fat layer poorly fixed. 13x5.6mm. Possible early ischemia.,7.8,Heart,Heart - Left Ventricle,0006566,250.0,917.0,BP-18390,RNA isolation_PAXgene Tissue miRNA,08/22/2011,LCSET-1167_3,02/17/2012,TruSeq.v1,RNASEQ,,0.963102,104757.0,0.982519,,0.965676,0.854158,,20906.0,1.0,,76.0,,0.00225571,265.0,0.0,85861200.0,0.0172865,1859890.0,88913000.0,9193740.0,,20920.0,42700500.0,,,0.0,0.128361,0.965676,0.82484,85861200.0,0.00349752,18520900.0,15462500.0,19205900.0,283.0,19156200.0,13676000.0,0.00287496,18726200.0,49.4325,0.0209181,0.968251,,0.0,50.9078
